10.152.9.8 [12/Jun/2014:15:40:26 +0000][33 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][43 ms] "GET /identity/api/authorization/roles/?%24filter=(type+eq+%27system%27+or+type+eq+%27tenant%27)&limit=2147483647 HTTP/1.1" 200 5082 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][66 ms] "GET /identity/api/authorization/roles/extensions/ HTTP/1.1" 200 19425 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][32 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][37 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][27 ms] "GET /identity/api/authorization/roles/COM_VMWARE_IAAS_DEM_USER HTTP/1.1" 404 - [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][37 ms] "PUT /identity/api/authorization/roles/COM_VMWARE_IAAS_DEM_USER HTTP/1.1" 201 - [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][29 ms] "GET /identity/api/authorization/roles/COM_VMWARE_IAAS_DEM_USER HTTP/1.1" 200 122 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][32 ms] "PUT /identity/api/authorization/roles/COM_VMWARE_IAAS_DEM_USER/permissions/assigned/COM_VMWARE_IAAS_DEM_ACCESS_TO_MODEL HTTP/1.1" 204 - [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][29 ms] "GET /identity/api/authorization/roles/COM_VMWARE_IAAS_DEM_USER HTTP/1.1" 200 261 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][32 ms] "PUT /identity/api/authorization/roles/COM_VMWARE_IAAS_DEM_USER/permissions/assigned/COM_VMWARE_IAAS_ADMIN_REQUIRES_SYSTEM_ADMIN HTTP/1.1" 204 - [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][32 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][43 ms] "GET /identity/api/authorization/roles/?$filter=type%20eq%20'scope' HTTP/1.1" 200 5627 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][57 ms] "GET /identity/api/authorization/roles/extensions/ HTTP/1.1" 200 19425 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][41 ms] "GET /identity/api/authorization/roles/COM_VMWARE_IAAS_DEM_USER HTTP/1.1" 200 425 [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:27 +0000][35 ms] "PUT /identity/api/authorization/roles/COM_VMWARE_IAAS_SCOPE_DEM_USER HTTP/1.1" 201 - [tomcat-http--42]
10.152.9.8 [12/Jun/2014:15:40:35 +0000][10 ms] "GET /component-registry/endpoints/types/sso HTTP/1.1" 200 1681 [tomcat-http--4]
10.152.9.8 [12/Jun/2014:15:40:36 +0000][32 ms] "GET /component-registry/endpoints/types/com.vmware.csp.cafe.authorization.api/default HTTP/1.1" 200 440 [tomcat-http--31]
10.152.9.8 [12/Jun/2014:15:40:36 +0000][38 ms] "GET /component-registry/endpoints/types/com.vmware.csp.cafe.authentication.api/default HTTP/1.1" 200 427 [tomcat-http--31]
10.152.9.8 [12/Jun/2014:15:40:37 +0000][32 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:37 +0000][33 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:40 +0000][95 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 506 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:48 +0000][32 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:49 +0000][51 ms] "GET /identity/api/authorization/tenants/vsphere.local/principals/?limit=2147483647 HTTP/1.1" 200 3500 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:49 +0000][47 ms] "GET /identity/api/authorization/tenants/vsphere.local/principals/?limit=2147483647 HTTP/1.1" 200 3500 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:49 +0000][49 ms] "GET /identity/api/authorization/tenants/vsphere.local/principals/?limit=2147483647 HTTP/1.1" 200 3500 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][31 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][30 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][43 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][37 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][38 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][35 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][30 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][36 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][34 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][39 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:54 +0000][33 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][41 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][32 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][39 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][34 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][43 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][30 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][34 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][31 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][43 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][35 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][28 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][36 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][32 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][43 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][30 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:55 +0000][36 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][31 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][38 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][38 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][44 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][276 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][36 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][40 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][35 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][31 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][40 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][30 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][36 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:56 +0000][34 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][35 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][32 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][42 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][38 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][33 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][28 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][40 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][33 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][36 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][35 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][33 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][41 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][33 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][28 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][33 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:57 +0000][31 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][34 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][28 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][35 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][33 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][51 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][48 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][30 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][35 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][32 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][32 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][28 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][32 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][30 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][34 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][31 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][32 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:58 +0000][30 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][36 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][34 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][45 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][27 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][31 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][40 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][31 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][33 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][33 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][35 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][33 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][34 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][32 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--36]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][40 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][28 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:40:59 +0000][31 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][36 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][30 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][31 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][35 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][34 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][32 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][34 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][30 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][32 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][40 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:00 +0000][33 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][39 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][39 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][28 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][37 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][38 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][30 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][27 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][35 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][36 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][32 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][28 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][31 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][29 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][35 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][35 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][32 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][28 ms] "GET /identity/api/authorization/tenants/vsphere.local/scopes/ HTTP/1.1" 200 373 [tomcat-http--23]
10.152.9.8 [12/Jun/2014:15:41:01 +0000][33 ms] "GET /identity/api/authorization/permissions/?limit=2147483647 HTTP/1.1" 200 7228 [tomcat-http--23]
